n,T,method,mean_kernel_μs,std_kernel_μs,mean_total_μs,std_total_μs
14735,Float32,Forge v16,4.1961669921875,0.20105219905652233,34.436,33.39052986501812
15009,Float32,CUDA,1.71661376953125,0.15078914929239173,30.0287,39.36873876017197
15009,Float32,Forge v1,1.8596649169921875,0.2462376496764766,34.467699999999994,45.81797282738633
15009,Float32,Forge v4,2.2411346435546875,0.16670367688658264,41.857800000000005,55.16847016749896
15009,Float32,Forge v8,2.5272369384765625,0.1231188248382383,37.5256,49.056772537767124
15009,Float32,Forge v16,4.220008850097656,0.160920276095999,34.2708,35.30843325074368
15289,Float32,CUDA,1.5974044799804688,0.19628348406519047,24.6858,24.335276894071107
15289,Float32,Forge v1,1.7881393432617188,0.16858739404357612,40.9672,62.04026500731422
15289,Float32,Forge v4,2.2172927856445312,0.19628348406519047,40.498,55.352684973520276
15289,Float32,Forge v8,2.5987625122070312,0.17592067417445703,32.387299999999996,37.417630140676266
15289,Float32,Forge v16,4.172325134277344,0.25752149814001163,34.3808,35.164572726917456
15573,Float32,CUDA,1.7404556274414062,0.19628348406519047,31.8427,29.347087616434216
15573,Float32,Forge v1,1.9073486328125,0.19466795466607237,30.0427,32.57253579679258
15573,Float32,Forge v4,2.1219253540039062,0.17592067417445703,32.638400000000004,36.563992272908784
15573,Float32,Forge v8,2.765655517578125,0.27985281724387817,38.1959,51.01603963776708
15573,Float32,Forge v16,4.315376281738281,0.13533740334452313,38.1023,44.51868529817315
15864,Float32,CUDA,1.7404556274414062,0.160920276095999,30.3083,36.529306937641785
15864,Float32,Forge v1,1.8835067749023438,0.2087581242968829,34.79,44.60298614318204
15864,Float32,Forge v4,2.1696090698242188,0.17592067417445703,34.6678,43.45421342772438
15864,Float32,Forge v8,2.6226043701171875,0.19466795466607237,45.673199999999994,55.710495499900595
15864,Float32,Forge v16,4.315376281738281,0.13533740334452313,41.735699999999994,52.39759525026994
16159,Float32,CUDA,1.6927719116210938,0.17592067417445703,29.597099999999998,38.23497761488963
16159,Float32,Forge v1,1.9073486328125,0.19466795466607237,34.4475,44.43282719954296
16159,Float32,Forge v4,2.1219253540039062,0.237090331557215,38.1156,50.86831018139988
